"date","share_ba","share_adv"
2011-05-01,0.267631169219608,0.042750312337403
2011-06-01,0.26710683243107,0.0430312095976482
2011-07-01,0.266005931796722,0.0434522758334214
2011-08-01,0.263538626387325,0.0437810564674805
2011-09-01,0.262632017910015,0.044056930668039
2011-10-01,0.2613500514587,0.0440994671878045
2011-11-01,0.261061781152425,0.0443404909718831
2011-12-01,0.262305011853502,0.0445459005884828
2012-01-01,0.262847847022745,0.0445906091128609
2012-02-01,0.264152000829253,0.0445928856809889
2012-03-01,0.265550155677113,0.04422470891178
2012-04-01,0.265522072793542,0.0439904344604626
2012-05-01,0.266428484405634,0.0441299369328339
2012-06-01,0.267437764046849,0.044164758592396
2012-07-01,0.267976505501294,0.0440761220781151
2012-08-01,0.269661526593459,0.0441414343808095
2012-09-01,0.27078345246707,0.0442184030159488
2012-10-01,0.271301332464129,0.0442317474067304
2012-11-01,0.271576817088719,0.0444625234602108
2012-12-01,0.27081445740786,0.0447606330187661
2013-01-01,0.269435323222419,0.0450068345540247
2013-02-01,0.268686915816809,0.0451649918006992
2013-03-01,0.267398887360533,0.0453466420397076
2013-04-01,0.266902745237993,0.0456408569137504
2013-05-01,0.266533987513022,0.0453909373671619
2013-06-01,0.266130240368314,0.0452699182832363
2013-07-01,0.266136609450909,0.0449008785144907
2013-08-01,0.26532389397863,0.0444023036799898
2013-09-01,0.264510435108559,0.0438996809241702
2013-10-01,0.264335449036361,0.0437855244339849
2013-11-01,0.264368485080117,0.0436198140358488
2013-12-01,0.264712427231636,0.043360279798782
2014-01-01,0.264964539227204,0.0431956075659197
2014-02-01,0.265405120835624,0.0432111285701364
2014-03-01,0.266286072370049,0.0434840845752209
2014-04-01,0.266929459788589,0.0436516483159515
2014-05-01,0.267365456709403,0.0440934184014752
2014-06-01,0.267348144235741,0.0441575293461338
2014-07-01,0.267667452208493,0.0442160500939242
2014-08-01,0.268201970872868,0.0444518593969942
2014-09-01,0.268545807314108,0.0452320690269291
2014-10-01,0.26905242576592,0.0457270545946417
2014-11-01,0.269184277110245,0.0460216795551035
2014-12-01,0.269930487308551,0.0464540849664499
2015-01-01,0.270619946664398,0.0464428077789942
2015-02-01,0.270636810508,0.0462619429459073
2015-03-01,0.270839088964342,0.0462174273467459
2015-04-01,0.27038574590049,0.0462147937256948
2015-05-01,0.269827520657238,0.0465236188508222
2015-06-01,0.270656041879949,0.0470173811482653
2015-07-01,0.271428295755547,0.0479116234195745
2015-08-01,0.271887420637177,0.0486685677445446
2015-09-01,0.273461911349492,0.048330669975253
2015-10-01,0.275132187170254,0.0481119517881264
2015-11-01,0.276032381641383,0.0479737880984616
2015-12-01,0.276917697237656,0.0476071298264503
2016-01-01,0.277761078110174,0.0476014431847854
2016-02-01,0.277668245648511,0.0481602646455018
2016-03-01,0.277975780232414,0.0486274792940014
2016-04-01,0.278334573886949,0.0491469702511705
2016-05-01,0.278898704736371,0.0497003450448821
2016-06-01,0.278984758081938,0.0501134226360637
2016-07-01,0.279485047709058,0.0499185516252135
2016-08-01,0.27996246897044,0.0497754851821603
2016-09-01,0.279582520346659,0.0503083510889706
2016-10-01,0.278806049489475,0.0509835707461417
2016-11-01,0.278865817466142,0.0516514666314749
2016-12-01,0.278025783488677,0.0522140554879641
2017-01-01,0.277509111460674,0.0525869120728009
2017-02-01,0.277746952309442,0.0525173865789429
2017-03-01,0.277114376282524,0.0522277870679809
2017-04-01,0.27696579265266,0.0520989759426889
2017-05-01,0.277127734443326,0.0518252221450005
2017-06-01,0.277100301313315,0.0519823215661949
2017-07-01,0.277170684833878,0.0520046433519105
2017-08-01,0.27819995426626,0.0521904192818122
2017-09-01,0.279124886228981,0.0520826079947544
2017-10-01,0.280535394942035,0.0518511614059813
2017-11-01,0.281327318780236,0.05210117803491
2017-12-01,0.282710208246072,0.052514090166851
2018-01-01,0.283894774711439,0.0530833759161149
2018-02-01,0.285179725638951,0.0532899777111503
2018-03-01,0.286207241150394,0.0533635852247906
2018-04-01,0.286430178749535,0.0536489416758084
2018-05-01,0.286282116988408,0.0536473191572413
2018-06-01,0.286323543408956,0.0533589363491373
2018-07-01,0.287413081883197,0.0541101984576147
2018-08-01,0.288623174530664,0.0544481347762053
2018-09-01,0.288673705524699,0.0551196646158713
2018-10-01,0.288681175446563,0.05534861061443
2018-11-01,0.28839622652434,0.0550173369827682
2018-12-01,0.2879205807173,0.055013904802065
2019-01-01,0.288577752616618,0.055462033012793
2019-02-01,0.289074884015575,0.0564373294235767
2019-03-01,0.290854992738994,0.0571135134153575
2019-04-01,0.292183586406188,0.0572397207855648
2019-05-01,0.292702782513753,0.0573330194252772
2019-06-01,0.293666983940308,0.0578118939223203
2019-07-01,0.294603400897127,0.0571989201437529
2019-08-01,0.294372038896989,0.0568453151477051
2019-09-01,0.29472838992723,0.0563656256846697
2019-10-01,0.294447301591028,0.0565006725205882
2019-11-01,0.295330507666664,0.0569421948628404
2019-12-01,0.296602715840125,0.0564880583657583
2020-01-01,0.297230080798818,0.0558613499657052
2020-02-01,0.297863121644129,0.0553962946857536
2020-03-01,0.298476383472006,0.0560367077773047
2020-04-01,0.30160826043797,0.057297085048026
2020-05-01,0.305614274326729,0.0583107357556032
2020-06-01,0.308638580062628,0.0587297561440145
2020-07-01,0.310169129657158,0.0593210272150763
2020-08-01,0.312810436377298,0.0600513641505289
2020-09-01,0.315721825206863,0.0606674733753819
2020-10-01,0.318191692969468,0.0609757188011394
2020-11-01,0.319656472627824,0.0613857073443774
2020-12-01,0.320633180200688,0.0629295066841997
2021-01-01,0.322021653820368,0.0638449647191444
2021-02-01,0.323470542205426,0.0646844975201079
2021-03-01,0.323897567697902,0.0643557278932885
2021-04-01,0.321886417723746,0.0630698410920955
2021-05-01,0.319755220077863,0.0619529773348245
2021-06-01,0.317355257428786,0.0616950396040879
2021-07-01,0.315569139977317,0.0619225801964137
2021-08-01,0.313594341561177,0.0621674872043889
2021-09-01,0.310498774777478,0.0623639829175298
2021-10-01,0.308618132087851,0.0626156577403295
2021-11-01,0.307549575979887,0.0627273071018176
2021-12-01,0.306576108211272,0.0617824567070593
2022-01-01,0.305668067229665,0.0612349629968366
2022-02-01,0.304960048485378,0.0606765101081955
2022-03-01,0.303373344236934,0.0608787109787518
2022-04-01,0.302209539756751,0.0607714289872802
2022-05-01,0.302610376976271,0.0609860862002006
2022-06-01,0.302842891081612,0.060685648479124
2022-07-01,0.303194585167623,0.0605228991217918
2022-08-01,0.303633024231642,0.0602692864037267
2022-09-01,0.305323044379625,0.0597480014190541
2022-10-01,0.306615647906653,0.0595304752542966
2022-11-01,0.307141610854197,0.0590686962932799
2022-12-01,0.307974063214374,0.0589540232994324
2023-01-01,0.307925055600952,0.0592023676869413
2023-02-01,0.307938110082324,0.0593470896389883
2023-03-01,0.309427837476664,0.0595403123089427
2023-04-01,0.310135783084222,0.0599978859805235
2023-05-01,0.310595148373903,0.0600119767607599
2023-06-01,0.312089832666243,0.0602049108240146
2023-07-01,0.313936937665843,0.0595950811619003
2023-08-01,0.313310267012025,0.0597807705916221
2023-09-01,0.312925228617528,0.0603802514758835
2023-10-01,0.312286121987162,0.060632517011744
2023-11-01,0.31103133053306,0.0611811129087029
2023-12-01,0.310231673659693,0.0613208052540578
2024-01-01,0.309250417289477,0.0617907259045706
2024-02-01,0.308252288619253,0.0617135597071056
2024-03-01,0.307540556149541,0.0612015034192638
2024-04-01,0.308411477142165,0.0604499447265146
2024-05-01,0.309104714368864,0.0601438009675122
2024-06-01,0.309680315229647,0.0600303891102013
2024-07-01,0.309249760816634,0.0607772292565453
2024-08-01,0.310062858958543,0.0606883415648316
2024-09-01,0.310844101704532,0.0606404518880821
2024-10-01,0.312398991241869,0.0609495705266888
2024-11-01,0.314532585976397,0.0612111236012923
2024-12-01,0.315090775102104,0.061463938039946
2025-01-01,0.315533255741159,0.0613753824460087
2025-02-01,0.315401678463441,0.0622585008651557
2025-03-01,0.315061761524008,0.0630839197001491
2025-04-01,0.315694545076517,0.0638682275924584
2025-05-01,0.315873146894755,0.0644519593492078
2025-06-01,0.315974559393608,0.0645740429050274
2025-07-01,0.315615175292382,0.0649150389783452
2025-08-01,0.315504798303255,0.0656104128093496
2025-09-01,0.315022993044819,0.0659878471168365
2025-11-01,0.314389673279938,0.0656975486542988
2025-12-01,0.31451353661706,0.0660606543180554
2026-01-01,0.314549568752986,0.066432007794415
2026-02-01,0.315192963768733,0.0661633378660391
2026-03-01,0.315537052527597,0.0658958445610975
