"date","epop","unemp","employment","labor_force","idled","population"
1982-09-01,0.52415738887997,0.0484372448222651,11459248.9565409,12042557.2503629,0,21862229.1694242
1982-10-01,0.52356778829926,0.0497372630279605,11455097.4113533,12054663.3743151,0,21878919.3440712
1982-11-01,0.523169674836834,0.0513276956777799,11454667.1870958,12074419.306759,0,21894746.0795932
1982-12-01,0.522370763647348,0.0530156024519846,11444789.2029398,12085509.7851383,0,21909321.8828499
1983-01-01,0.521688281203616,0.0542678012536833,11435348.6642558,12091529.3773594,0,21919887.9412677
1983-02-01,0.521264469147494,0.0554593836792888,11431354.7193723,12102554.9583046,0,21930047.7894988
1983-03-01,0.519981912867676,0.0564931660856218,11408207.3936241,12091282.2075642,0,21939623.4971105
1983-04-01,0.518670010455331,0.0573309679863665,11384049.2953965,12076401.0578337,0,21948539.6608966
1983-05-01,0.517599770943605,0.0577706450576661,11364887.749958,12061699.9357376,0,21956902.5875715
1983-06-01,0.516623632346238,0.0579022372666994,11347706.0905107,12045147.053091,0,21965131.6355298
1983-07-01,0.515773084217209,0.0579027030676411,11333123.9558503,12029674.6341944,0,21973081.3852968
1983-08-01,0.514947909072628,0.0579479980355467,11318740.5570914,12014984.8771496,0,21980360.2610512
1983-09-01,0.514128021454248,0.0577240337952625,11304097.4020618,11996588.9054689,0,21986931.1345593
1983-10-01,0.514117276686061,0.0574573914160894,11306957.4247376,11996229.477334,0,21992953.6264973
1983-11-01,0.514130918889283,0.0567873272316637,11310035.9070853,11990971.1071738,0,21998357.7947796
1983-12-01,0.514525027399319,0.0557830342141866,11321179.7119583,11990019.3728635,0,22003166.238932
1984-01-01,0.514372356532576,0.0549555763505934,11321285.162028,11979632.7862657,0,22009902.006293
1984-02-01,0.514722807972861,0.0534079856217732,11332199.7270199,11971577.5697343,0,22016121.2044395
1984-03-01,0.515417091815646,0.0518977607215911,11350375.5103436,11971678.8339011,0,22021728.9852765
1984-04-01,0.516500554347723,0.050280384132079,11376900.8226821,11979220.6379617,0,22026889.8589077
1984-05-01,0.517279039976433,0.0493047619639486,11396420.8207264,11987459.6661167,0,22031476.1279437
1984-06-01,0.517929515082808,0.0485459685630805,11412824.3810857,11995140.0740293,0,22035477.8955994
1984-07-01,0.518232819625964,0.0480456907666691,11421242.0985082,11997678.8672835,0,22038824.3777218
1984-08-01,0.518664174353197,0.0474985236416947,11432327.5396735,12002425.0076574,0,22041868.5249087
1984-09-01,0.518661313751339,0.047128931910295,11433828.6961598,11999345.0101094,0,22044884.3841119
1984-10-01,0.518136219119103,0.0470805277291758,11423658.8642604,11988063.2064718,0,22047597.6060543
1984-11-01,0.518241731977108,0.0465816130736282,11427296.0186702,11985604.8250858,0,22050127.0229141
1984-12-01,0.518419358615498,0.0459460207334348,11432353.2130235,11982920.7376842,0,22052326.9878559
1985-01-01,0.51868097542282,0.0452947310930931,11441963.8745429,11984812.7450301,0,22059733.0858638
1985-02-01,0.518574494018021,0.0447371232050065,11444271.6923841,11980232.8452047,0,22068713.0285015
1985-03-01,0.519166118235969,0.044332879380919,11462433.9460465,11994170.0396903,0,22078547.7777205
1985-04-01,0.519128794270685,0.0442227210951903,11464530.4312236,11994981.1365681,0,22084173.634271
1985-05-01,0.518975192741679,0.0443508359895028,11465648.7755534,11997759.436566,0,22092864.8149478
1985-06-01,0.518963373538334,0.0443044790129421,11469683.5898832,12001399.3348395,0,22101142.7293644
1985-07-01,0.518860567152292,0.0441949641764652,11470028.824166,12000385.4282722,0,22106187.1922894
1985-08-01,0.519096396401574,0.0439232314025929,11479692.1496709,12007081.9904054,0,22114759.8581867
1985-09-01,0.51894869546007,0.0438070446182444,11479633.9844405,12005562.1826426,0,22120941.9830284
1985-10-01,0.519616327389179,0.0430085540545132,11498363.5636438,12015116.3444138,0,22128564.7843622
1985-11-01,0.519493932668448,0.042523972050636,11499805.2005177,12010541.115214,0,22136553.4366252
1985-12-01,0.518946564775556,0.042295284859786,11489803.3457012,11997229.5886828,0,22140628.9695174
1986-01-01,0.518840707066072,0.0420625120494493,11485194.3912487,11989503.0059013,0,22136263.0858224
1986-02-01,0.518047320561232,0.0424644704944189,11463233.1127211,11971600.8017375,0,22127772.2280318
1986-03-01,0.517086809140044,0.0426630365275253,11437980.6365185,11947706.0564238,0,22120039.4872589
1986-04-01,0.516498332823183,0.0426326016657878,11421315.8221238,11929919.3204161,0,22112977.1313972
1986-05-01,0.51674854478991,0.0420367282037688,11421370.5766983,11922555.8149872,0,22102375.8883381
1986-06-01,0.517442119548797,0.0413137696898787,11429621.4019407,11922171.2386996,0,22088695.4697603
1986-07-01,0.51793035335154,0.0408743499380356,11434353.4489199,11921642.850633,0,22077009.7271341
1986-08-01,0.518183140845049,0.0405900160970279,11433068.0266927,11916769.9091288,0,22063759.1721872
1986-09-01,0.517948611876724,0.0407700879086934,11421784.4424324,11907243.8197123,0,22051964.5781981
1986-10-01,0.517959803361501,0.0410045601174819,11414499.5385539,11902558.7232742,0,22037423.4920839
1986-11-01,0.518342371840947,0.0410576969202434,11414594.6012999,11903317.3994312,0,22021341.9187781
1986-12-01,0.518783035544676,0.0406445479461147,11417409.9020189,11901125.7793713,0,22008063.3323555
1987-01-01,0.519516281278591,0.0398202265911559,11426400.9902223,11900272.539231,0,21994307.7858899
1987-02-01,0.52042191231389,0.03867403261375,11441413.3671881,11901700.1052163,0,21984880.1452605
1987-03-01,0.520989186366353,0.0381218351861598,11446519.4266809,11900175.973842,0,21970742.8219668
1987-04-01,0.521527335114304,0.0377467717253825,11450917.9811719,11900108.6665141,0,21956505.8438638
1987-05-01,0.521891900486286,0.0378796954091422,11451851.7600759,11902723.2929522,0,21942957.4388974
1987-06-01,0.521828591442638,0.0376202875859581,11442987.3074265,11890303.9619598,0,21928632.303936
1987-07-01,0.522055459764473,0.0370687386584376,11439395.3358498,11879763.1722043,0,21912222.3930206
1987-08-01,0.521958698834891,0.0366170192352613,11428912.5556742,11863311.6671855,0,21896200.9469058
1987-09-01,0.522643672037442,0.0360834861930459,11434907.8722038,11862965.0062141,0,21878975.0723025
1987-10-01,0.523614013296002,0.035515873302285,11448423.9976934,11869997.3185577,0,21864242.9480235
1987-11-01,0.524332786220621,0.0351874473705064,11457534.0540352,11875399.0324949,0,21851645.2816556
1987-12-01,0.525397986111156,0.0348329500543826,11473686.9448509,11887773.1533597,0,21838087.0276566
1988-01-01,0.525682412149097,0.0349029542224936,11471597.044754,11886469.9616941,0,21822295.7048454
1988-02-01,0.526309919295555,0.0350431085760013,11475086.5259883,11891812.6063169,0,21802907.574585
1988-03-01,0.526765792733748,0.0345931997615422,11474520.9783134,11885684.8485832,0,21782965.2885475
1988-04-01,0.527216994058991,0.0341243733893645,11473934.8677101,11879308.8381093,0,21763211.3475202
1988-05-01,0.527000066318245,0.0336739468263223,11459052.0848974,11858370.2128932,0,21743929.1136208
1988-06-01,0.526908972697252,0.0330951415161793,11448512.9757379,11840371.7545592,0,21727686.5055701
1988-07-01,0.526963587684804,0.0327448761928091,11444254.7598273,11831681.7126611,0,21717353.9638805
1988-08-01,0.527446359939362,0.0325247281359945,11447652.5808442,11832501.4744701,0,21703918.0669676
1988-09-01,0.528039775924993,0.0322185568667126,11454055.1322269,11835373.7959092,0,21691652.1338991
1988-10-01,0.528047005245078,0.0318724214504136,11446695.3839906,11823540.241607,0,21677417.4842218
1988-11-01,0.528155519543674,0.0314258065481804,11439546.3405577,11810707.3447717,0,21659427.7958914
1988-12-01,0.528437025899666,0.0314188239052999,11435605.3124803,11806553.3325647,0,21640431.5973339
1989-01-01,0.529235681810928,0.0312944972121309,11444388.7995434,11814105.2844308,0,21624371.1315594
1989-02-01,0.529865966029088,0.0309445226534284,11446409.1292019,11811923.4623636,0,21602461.4960334
1989-03-01,0.530964684680887,0.03059039074288,11457738.2812443,11819295.1378155,0,21579096.7117341
1989-04-01,0.531783498034485,0.0302912885410896,11465386.1584543,11823536.3083464,0,21560251.8709799
1989-05-01,0.532678895934266,0.0303119202102932,11473019.1146463,11831659.4312827,0,21538339.8933493
1989-06-01,0.533892857647657,0.0308083423561792,11489571.8909683,11854798.5843175,0,21520370.1012065
1989-07-01,0.534853065606649,0.0310705819751393,11500591.14549,11869379.6798261,0,21502337.5297394
1989-08-01,0.53510238443484,0.0310301007663903,11495918.1795692,11864061.193915,0,21483586.1583964
1989-09-01,0.535520417547158,0.0309485513165119,11495740.8333753,11862879.7769127,0,21466484.6693039
1989-10-01,0.535815153910392,0.0310756554350878,11492528.4244703,11861120.5187861,0,21448681.2114169
1989-11-01,0.536551101683169,0.0314964010330471,11497254.9298999,11871153.5426025,0,21428070.6792564
1989-12-01,0.537236011613683,0.0318060140338444,11500554.9752795,11878358.2029826,0,21406895.1571871
1990-01-01,0.537304725469258,0.0320316314626427,11465713.168644,11845132.0738602,0,21339311.9865646
1990-02-01,0.537550328166827,0.0323888967529125,11438273.4067688,11821147.3270454,0,21278516.2754453
1990-03-01,0.537460270324603,0.0328417448843631,11405994.500646,11793307.2900073,0,21222023.5251198
1990-04-01,0.537273768783746,0.0331077731107429,11371039.7429873,11760400.4115028,0,21164330.7446938
1990-05-01,0.537709048180322,0.0327129714734916,11348840.1414019,11732649.9856923,0,21105912.5372874
1990-06-01,0.537677009972763,0.0323246671824793,11316515.6407763,11694537.6791064,0,21047051.3540268
1990-07-01,0.538120238817423,0.0322287297965413,11293100.2972425,11669183.2511915,0,20986202.4926999
1990-08-01,0.539080905281806,0.0323893857901529,11281982.483401,11659630.7623329,0,20928180.4880536
1990-09-01,0.539730165978873,0.0326688126658645,11264636.585378,11645067.1009814,0,20870867.1395976
1990-10-01,0.540143510313859,0.0330066670366089,11243493.3386752,11627270.7943281,0,20815751.9695867
1990-11-01,0.539914946949622,0.0330794119840941,11210896.8933016,11594433.9506785,0,20764190.650102
1990-12-01,0.540072552761793,0.0328956466254017,11188709.6748212,11569288.9146652,0,20717049.2512627
1991-01-01,0.539789449764614,0.0331293276917134,11180776.3325437,11563879.8991089,0,20713217.6025658
1991-02-01,0.53907865560032,0.0338134105856552,11163320.0646235,11554000.2178981,0,20708147.0368958
1991-03-01,0.538475641647042,0.0347243913454369,11150069.3006655,11551176.8874041,0,20706729.2153842
1991-04-01,0.538108075730919,0.0355377467401126,11140732.9020411,11551237.8679263,0,20703522.9622014
1991-05-01,0.536925086673542,0.0366567994050099,11116890.2143364,11539906.2426249,0,20704732.3551407
1991-06-01,0.536643863682849,0.0378399888954042,11110324.0111033,11547272.6811295,0,20703346.7873014
1991-07-01,0.536326501906958,0.0385494598123121,11102663.5462888,11547826.0006193,0,20701314.4172668
1991-08-01,0.53527444805925,0.0393408027113525,11079494.4357109,11533220.5916328,0,20698717.2204501
1991-09-01,0.534919449574453,0.0396370762497374,11069729.5218786,11526610.66782,0,20694198.9689941
1991-10-01,0.534047968033975,0.0399827817396079,11048587.0331573,11508738.4090652,0,20688379.4986267
1991-11-01,0.533155617280392,0.0405098807185097,11026759.2604281,11492311.4254532,0,20682065.2414303
1991-12-01,0.531770879347233,0.0414435325058248,10995498.6474241,11470892.973231,0,20677135.7260507
1992-01-01,0.531627838071213,0.0421935429178622,10991378.1019274,11475573.1919072,0,20674948.3657684
1992-02-01,0.5319987868319,0.0429063950491563,10998627.4289042,11491694.617967,0,20674158.8536358
1992-03-01,0.532503531186653,0.0434557809705456,11006912.8510729,11506956.6383883,0,20670121.8047225
1992-04-01,0.533207478922171,0.0440549066264127,11017250.1907349,11524982.205677,0,20662219.9167296
1992-05-01,0.53405646748314,0.0446623985679014,11029477.7286606,11545110.0345332,0,20652268.8146432
1992-06-01,0.534315404890412,0.0455015726824538,11030371.5948677,11556196.7198486,0,20643933.3283494
1992-07-01,0.534595126017195,0.0469090356396347,11031463.0934283,11574407.3818092,0,20635173.3425147
1992-08-01,0.534582832868397,0.048223320206289,11027963.1731453,11586712.9414597,0,20629100.8522905
1992-09-01,0.533955625598945,0.04930241491872,11012210.2538846,11583294.6529922,0,20623830.3820324
1992-10-01,0.533507732597894,0.0501182547817359,11000764.1709735,11581193.3710187,0,20619690.21031
1992-11-01,0.533258971736389,0.0506405153177098,10993670.1348406,11580091.9590747,0,20616005.9511859
1992-12-01,0.533448017365865,0.0506720399453234,10992558.2703018,11579305.2905223,0,20606615.6634763
1993-01-01,0.533584613593383,0.0506214278814757,10992967.8913104,11579119.4515584,0,20602108.1029288
1993-02-01,0.534773271103765,0.0503321257147181,11014581.9910749,11598351.6862297,0,20596732.4588623
1993-03-01,0.535361804056846,0.0498554953112761,11022912.2678757,11601300.8689524,0,20589650.184878
1993-04-01,0.535699118868188,0.0495477472978212,11029192.9212583,11604152.538859,0,20588409.6739985
1993-05-01,0.536213720986824,0.0493121706927722,11036851.2257245,11609332.617382,0,20582933.2479833
1993-06-01,0.536633251992165,0.0486247005331909,11042944.009236,11607347.8210176,0,20578195.570701
1993-07-01,0.535683776645312,0.0480177429047636,11021974.3968849,11577919.9819501,0,20575523.9890022
1993-08-01,0.535967513584086,0.0471845107048323,11027285.2501984,11573369.0038516,0,20574540.3792432
1993-09-01,0.535734328006464,0.0471421082734222,11021270.6542651,11566541.8211466,0,20572268.8991699
1993-10-01,0.536346828971919,0.0470311182045948,11031617.3831813,11576052.0557582,0,20568066.7569656
1993-11-01,0.537282710710024,0.0466128935886812,11050866.5109126,11591164.215037,0,20568066.4771601
1993-12-01,0.537809880393466,0.0462208845050871,11062625.3949509,11598728.9040298,0,20569769.7239354
1994-01-01,0.538482570320622,0.0463181617493338,11077571.4700839,11615583.9670842,0,20571829.2116458
1994-02-01,0.538061537374716,0.046222313447043,11070265.1977641,11606756.3268051,0,20574347.7814407
1994-03-01,0.537594661020806,0.0464475647138457,11062801.3744787,11601670.7263285,0,20578331.9229253
1994-04-01,0.537576030874173,0.0461556805832406,11065194.1446393,11600629.0747795,0,20583496.1180204
1994-05-01,0.537761151371315,0.0457175666232019,11072954.7743289,11603435.6151212,0,20590841.7632853
1994-06-01,0.537528305045349,0.0451369590529952,11072154.914952,11595542.4392287,0,20598273.2649174
1994-07-01,0.538311486098417,0.0443751377075925,11091862.7109591,11606921.448602,0,20604915.5505689
1994-08-01,0.538866315359371,0.0440021407083592,11103696.4856758,11614771.2861023,0,20605660.7532997
1994-09-01,0.540232947018669,0.0429588784376367,11133703.0352395,11633463.5831153,0,20609078.1702264
1994-10-01,0.541933590382527,0.0421120500969957,11173027.2645404,11664231.98629,0,20616967.5820497
1994-11-01,0.543395049855596,0.041645517616366,11207855.5494353,11694895.527132,0,20625612.1626682
1994-12-01,0.544965136074644,0.0411168103966105,11245359.2711264,11727559.0948442,0,20635006.7678204
1995-01-01,0.545908407064397,0.0404078149280904,11267061.1257318,11741509.884105,0,20639105.3516102
1995-02-01,0.547108049061005,0.0392899815716038,11293425.9880333,11755291.1611226,0,20642039.55218
1995-03-01,0.548263529515576,0.0381877826445075,11319706.9924059,11769144.5254558,0,20646470.8721507
1995-04-01,0.549020867943526,0.0378489802227372,11338394.3851566,11784422.7694956,0,20652028.0870689
1995-05-01,0.548935340571643,0.0374553838023241,11342706.5685768,11784083.955904,0,20663101.3349676
1995-06-01,0.549081699420618,0.0373839214014678,11350494.9245062,11791299.9552546,0,20671777.8729159
1995-07-01,0.550322615218229,0.0373171102048303,11380087.3155168,11821221.1270714,0,20678938.137049
1995-08-01,0.550942463951476,0.0371136585585113,11399078.1639757,11838446.2146495,0,20690142.6370716
1995-09-01,0.552054916596157,0.036710676480694,11426988.1350635,11862467.3356867,0,20699006.1885866
1995-10-01,0.552965794172707,0.0361994177813027,11451035.3973157,11881125.2125985,0,20708397.3692217
1995-11-01,0.553142518429528,0.0360211176330474,11460809.3397722,11889066.8140275,0,20719451.0599394
1995-12-01,0.552382246288732,0.035914344293804,11453676.1227242,11880351.1440427,0,20735054.7554299
1996-01-01,0.552451497124218,0.0355717965435676,11465565.1608076,11888459.0057777,0,20753976.0874783
1996-02-01,0.552737609827461,0.0357155388019236,11482541.8733791,11907836.6762362,0,20773947.1120183
1996-03-01,0.553274616868655,0.0361640193964846,11506537.8641084,11938273.8304742,0,20797154.8184001
1996-04-01,0.553649614637827,0.0356847570240752,11523952.530832,11950399.638264,0,20814522.8067582
1996-05-01,0.554424930255755,0.035631999606037,11551502.6936057,11978313.9723495,0,20835106.9066772
1996-06-01,0.555528611451732,0.0356220761912868,11586720.4928373,12014709.3860016,0,20857108.4440788
1996-07-01,0.555951956368032,0.0357980036048361,11609944.0622174,12040987.3715499,0,20882998.8441156
1996-08-01,0.557130931736138,0.035232538470222,11648408.815045,12073799.417504,0,20907847.9608844
1996-09-01,0.557517036468186,0.0352643577896232,11669405.7870674,12095962.1231893,0,20931029.9484154
1996-10-01,0.557661561013518,0.0350414639991148,11683152.8268159,12107414.3509159,0,20950256.6495393
1996-11-01,0.558178112747997,0.0346341621075907,11703326.8085016,12123203.8146826,0,20967011.3198891
1996-12-01,0.55930735689097,0.0343680874832121,11736405.188928,12154119.0144997,0,20983820.5135854
1997-01-01,0.560178824735413,0.0339002052763321,11768249.4064191,12181194.3969879,0,21008022.5934594
1997-02-01,0.560990917951494,0.0333476888841753,11805340.0723343,12212602.1285845,0,21043727.6158454
1997-03-01,0.562540064361761,0.0326978548945084,11861178.9406395,12262124.0949961,0,21085038.5458266
1997-04-01,0.564160618989305,0.0325556929243027,11919245.2691231,12320342.558169,0,21127396.8226929
1997-05-01,0.565871378070118,0.0319947437888151,11974706.51091,12370497.4059537,0,21161534.1842333
1997-06-01,0.566392972690566,0.0315442123321394,12006002.9893735,12397058.432874,0,21197302.1705068
1997-07-01,0.566571415483953,0.0307582768166663,12032780.3629119,12414633.0838833,0,21237888.170962
1997-08-01,0.56748120160748,0.0304485429860047,12077402.317447,12456690.3902582,0,21282471.1783155
1997-09-01,0.568411101939808,0.0300976607000875,12123251.387867,12499455.7664617,0,21328315.6266549
1997-10-01,0.569674766715743,0.0298453997019099,12180798.7795684,12555523.3937206,0,21382022.6754862
1997-11-01,0.571375238732512,0.0295712313364917,12251961.7355512,12625307.6281166,0,21442934.3538405
1997-12-01,0.572684236178405,0.0292320834205683,12317018.0058193,12687912.1110833,0,21507520.5981089
1998-01-01,0.573604500600614,0.0290229158717965,12370464.9116433,12740223.3418827,0,21566192.208552
1998-02-01,0.574703758490768,0.0286897880180953,12427322.8902378,12794391.2634055,0,21623876.1390273
1998-03-01,0.574967099804079,0.0282433664523034,12467976.6433551,12830348.8887304,0,21684678.3887348
1998-04-01,0.57546757121081,0.0276408815487941,12512844.4858653,12868542.340402,0,21743787.3337288
1998-05-01,0.575892139881516,0.0271363535074716,12557520.1887093,12907790.5562439,0,21805333.5322355
1998-06-01,0.576673047204688,0.0267288329832881,12613462.7603296,12959864.8226604,0,21872814.7976933
1998-07-01,0.577171385278248,0.0265171457545996,12664978.7977575,13009965.9614188,0,21943185.543843
1998-08-01,0.577225974664938,0.0263448810563976,12707018.6428553,13050841.5101255,0,22013941.1609662
1998-09-01,0.577496126832734,0.0260850279963798,12756214.8213526,13097873.210748,0,22088831.8183428
1998-10-01,0.577466419654979,0.0258570844891242,12795790.7834009,13135434.8316441,0,22158501.9455261
1998-11-01,0.577146584251715,0.0259765443271965,12829553.94653,13171709.4406808,0,22229281.6012484
1998-12-01,0.577339612770144,0.0259234805098604,12872239.9994106,13214813.9718513,0,22295785.2097626
1999-01-01,0.577388703057175,0.026063632347108,12914658.1096859,13260268.8826675,0,22367355.0267003
1999-02-01,0.577252097600907,0.0262102769667447,12952950.5591272,13301588.8879789,0,22438983.9603189
1999-03-01,0.577474960021978,0.0263610942084659,12993757.6745949,13345561.2725658,0,22500988.9157798
1999-04-01,0.577359634312477,0.0266609402418131,13033807.9099859,13390819.75527,0,22574851.3324916
1999-05-01,0.57695266612232,0.0267751687150975,13066439.7952112,13425921.0977592,0,22647334.1097984
1999-06-01,0.577049075715683,0.0270021848980744,13106072.9329033,13469786.6012478,0,22712232.7795925
1999-07-01,0.577617008550283,0.0272766039116652,13151643.6936843,13520435.2507318,0,22768795.7574043
1999-08-01,0.578180235352332,0.0272964949730733,13194962.303196,13565245.9716702,0,22821538.1578293
1999-09-01,0.578069072768029,0.027126368962602,13227142.6426506,13595951.4377486,0,22881595.4109319
1999-10-01,0.577660382484574,0.02714315742901,13255653.7282098,13625492.6194267,0,22947140.1019332
1999-11-01,0.577306546911259,0.026842606061844,13281099.7624499,13647432.4145082,0,23005281.7407099
1999-12-01,0.577315459324776,0.0267880550736973,13315110.9575787,13681614.8085677,0,23063839.2624232
2000-01-01,0.577620782422803,0.0265538133967958,13376308.7165178,13741189.7037614,0,23157595.9930172
2000-02-01,0.578099502222024,0.0264965909352737,13438603.5667464,13804372.3746764,0,23246177.3710111
2000-03-01,0.578275667859535,0.0261827074863496,13494669.4509474,13857496.2209949,0,23336049.2252725
2000-04-01,0.578317223873521,0.0256246559767581,13550128.5839221,13906477.2800725,0,23430269.7975419
2000-05-01,0.578310877088407,0.0252739706094624,13605123.2337062,13957894.6529344,0,23525622.2435296
2000-06-01,0.578451477464873,0.0246860112075785,13669391.5440782,14015375.254694,0,23631008.0907491
2000-07-01,0.57842129552229,0.0241186336570992,13729501.4804452,14068822.2502867,0,23736161.8369325
2000-08-01,0.578153622287034,0.0241708301117518,13784308.0592747,14125738.8942916,0,23841947.0671953
2000-09-01,0.578124687815005,0.0242783062082384,13843645.0396837,14188108.276947,0,23945777.3235823
2000-10-01,0.578000480472145,0.0244865840140021,13896258.138141,14245071.272644,0,24041949.1118584
2000-11-01,0.577738878552845,0.024848601577293,13944220.2248274,14299543.893781,0,24135852.2724934
