"year_new","month","epop","unemp","employment","labor_force","idled","population"
2004,10,0.607333417917378,0.0360149578084825,1422839.95887248,1475997.96324412,0,2342765.79700089
2004,11,0.607739181738219,0.0377999040671749,1428306.91843383,1484417.76764647,0,2350197.19207287
2004,12,0.604382216413475,0.0389431947583633,1424689.08328978,1482419.22383722,0,2357265.06273492
2004,1,0.598665412067768,0.0418637050089328,1413310.11264674,1475061.65880076,0,2360767.94175434
2004,2,0.603417938512587,0.0423284071664328,1429518.05488714,1492701.74200058,0,2369034.73305893
2004,3,0.604504910390074,0.0390810274353982,1437032.17057673,1495476.94613775,0,2377205.12418906
2005,4,0.599779080014894,0.0365195604529089,1430750.83908717,1484981.71873601,0,2385463.05925115
2005,5,0.59693639645604,0.0382874759080167,1429518.63573392,1486430.30003548,0,2394758.71168327
2005,6,0.590162894194192,0.0399371156528623,1418885.0413297,1477908.44168981,0,2404226.1133124
2005,7,0.590328440701868,0.0369261429837154,1424819.95253118,1479450.34760412,0,2413605.46823247
2005,8,0.596054452105592,0.0368647851834863,1444565.66937383,1499857.59751193,0,2423546.48014259
2005,9,0.598960873516263,0.0358663405922842,1457670.03268846,1511896.2173605,0,2433664.86383502
2005,10,0.60038609975091,0.0360069000463033,1467101.2582372,1521900.16537221,0,2443596.31051731
2005,11,0.605417350842241,0.0356806266468464,1484591.24458377,1539522.36738904,0,2452178.22468821
2005,12,0.606971404090495,0.0350815162669845,1493396.24025599,1547691.60859934,0,2460406.25668971
2005,1,0.599488189761679,0.0386264583379872,1479710.69076443,1539163.11052863,0,2468289.97807725
2005,2,0.603701835476329,0.0373852891517701,1495029.91664282,1553092.73772208,0,2476437.58688132
2005,3,0.605640417070471,0.0363901972089858,1504833.2178793,1561662.42136669,0,2484697.47966671
2006,4,0.611297823118617,0.0336251694731813,1523931.1593612,1576956.59201972,0,2492943.86750253
2006,5,0.608003842491712,0.0305963232100206,1520588.61954943,1568581.44440365,0,2500952.31852118
2006,6,0.607852721858978,0.0291943923211088,1524846.47350089,1570702.16883755,0,2508578.83606656
2006,7,0.602386590452459,0.0353114416210282,1515696.18497213,1571176.69926453,0,2516151.93464661
2006,8,0.608837788401083,0.0326898232323743,1537035.73021189,1588979.17868296,0,2524540.62394587
2006,9,0.611520573590338,0.0339728210336932,1549781.77845764,1604283.82575734,0,2534308.48509089
2006,10,0.615469546477759,0.0277690458086874,1565339.8347168,1610049.3694102,0,2543326.21926626
2006,11,0.612797649517777,0.0302933068314085,1564491.6490771,1613365.83535894,0,2553031.41307449
2006,12,0.612122041501292,0.0330079992545443,1568139.9298439,1621667.94413503,0,2561809.28560893
2006,1,0.609510199292103,0.0353728719410752,1567012.41002401,1624474.74722926,0,2570937.14238739
2006,2,0.614834818579889,0.0321524704242843,1585232.02679571,1637894.37732061,0,2578305.55279414
2006,3,0.619137803207696,0.0275013341707812,1601061.34077454,1646337.82752736,0,2585953.13107936
2007,4,0.621354690517022,0.0289506283788211,1611671.45594025,1659721.43439992,0,2593802.67106247
2007,5,0.615852776601179,0.0301830186164518,1602310.73877843,1652178.4723676,0,2601775.61855189
2007,6,0.616734520766733,0.0297353457653804,1609461.85846837,1658786.44702148,0,2609650.99937566
2007,7,0.615152170910571,0.032748396820032,1610560.84484227,1665089.86860021,0,2618150.30654653
2007,8,0.615255083112175,0.0276165093916171,1615767.61923218,1661656.77928289,0,2626175.16471227
2007,9,0.622593153369977,0.0271419469062888,1640233.3006986,1685994.47317378,0,2634518.6930186
2007,10,0.62257311486193,0.0272761504689129,1645571.39618301,1691714.86540222,0,2643177.73591614
2007,11,0.622058513103301,0.0277180724350601,1649712.27989833,1696742.7174441,0,2652021.06417338
2007,12,0.620462165364172,0.0311293343098138,1650580.7630221,1703613.10489909,0,2660244.01673762
2007,1,0.611331603577452,0.0367889132964939,1632003.50429789,1694336.29536311,0,2669587.98587799
2007,2,0.617738120525416,0.0340291047264907,1653523.9875145,1711774.12860489,0,2676739.4346784
2007,3,0.619017734026723,0.0326648109152124,1661503.89839172,1717609.28077443,0,2684097.41282145
2008,4,0.615021286623648,0.0284643252844153,1655701.28300095,1704210.48458735,0,2692104.02796046
2008,5,0.618216723945608,0.0303284114354423,1668499.42967733,1720685.0745697,0,2698890.80164083
2008,6,0.614770786191516,0.0287339077330034,1663752.22436015,1712972.62161891,0,2706296.82107544
2008,7,0.617462369114444,0.0315158331359249,1675712.50314458,1730242.53826523,0,2713869.84367625
2008,8,0.614268460153606,0.032777846320712,1672534.20432917,1729214.11897659,0,2722806.57859421
2008,9,0.621293397833356,0.0296902437801688,1696916.30142975,1748839.78085581,0,2731264.01688385
2008,10,0.621577358572486,0.02861610369455,1702913.78121312,1753080.10323207,0,2739665.07583872
2008,11,0.624271505875294,0.0274917283560907,1714156.62699127,1762613.93036143,0,2745851.14146423
2008,12,0.621752949385946,0.0303245633883105,1711097.5137825,1764608.49597422,0,2752053.71437709
2008,1,0.622208103138683,0.0347644748926167,1714602.1272049,1776356.21835836,0,2755673.09161631
2008,2,0.626340234948076,0.0337276570147058,1729410.46494166,1789775.39561844,0,2761135.8307279
2008,3,0.628485968731613,0.0331924433456449,1738789.77094523,1798485.91271083,0,2766632.6019249
2009,4,0.624793262903004,0.027226448965151,1732007.65102768,1780483.90520604,0,2772129.20475515
2009,5,0.6213508125341,0.0295943210023627,1726244.47670619,1778889.50370661,0,2778212.31079737
2009,6,0.619701163676938,0.0313002426789218,1725557.15832138,1781312.6774114,0,2784498.81888707
2009,7,0.614381831655703,0.0380515692039168,1714820.6615715,1782653.42161051,0,2791131.79006322
2009,8,0.613620397859506,0.0409558831844833,1717740.14047623,1791096.06154505,0,2799353.06334051
2009,9,0.617587396189217,0.0384281760475326,1734047.78752899,1803347.12845612,0,2807777.1635704
2009,10,0.625962139888833,0.042879295753555,1762891.66765467,1841869.74519857,0,2816291.20248032
2009,11,0.621925650575574,0.0460722553623246,1756850.7411499,1841702.1111145,0,2824856.53956223
2009,12,0.620884949645951,0.0485970437638953,1758914.02978134,1848758.21359634,0,2832914.58551915
2009,1,0.613279784723543,0.0599535730084374,1743185.05177689,1854360.59509913,0,2842397.70362345
2009,2,0.614128604574954,0.0591325109034605,1750285.90091578,1860289.48943329,0,2850031.55345154
2009,3,0.610811982992954,0.0666254587948874,1745455.11115519,1870047.91120783,0,2857598.01666387
2010,4,0.612275924574868,0.0630740261198125,1754312.54731623,1872413.18548457,0,2865231.95981344
2010,5,0.61425426794888,0.0629333013829662,1765189.99731572,1883739.9727478,0,2873712.22215525
2010,6,0.607356070388326,0.0683977982657888,1750609.76593908,1879138.7168045,0,2882345.05472183
2010,7,0.602346644846558,0.0724400997520535,1741846.51507823,1877880.35534159,0,2891767.60588074
2010,8,0.597080356637902,0.0690762332809377,1732322.00385793,1860863.44101334,0,2901321.37927373
2010,9,0.603625672910785,0.0644880673028917,1757414.16866557,1878558.79464722,0,2911430.45687739
2010,10,0.602829277875794,0.0664730057259553,1761144.46139018,1886549.04699326,0,2921464.70986938
2010,11,0.599426305938028,0.0703295848922169,1757265.18998845,1890202.33561452,0,2931578.36514791
2010,12,0.598144899659546,0.0696577713745838,1759537.98302714,1891280.35779572,0,2941658.42428589
2010,1,0.597394023970535,0.0751719816489339,1758586.55812963,1901528.20117315,0,2943763.22421392
2010,2,0.600664901900869,0.0759453827923409,1773247.65703456,1918985.76557414,0,2952141.28780111
2010,3,0.607655065690161,0.0727724498791369,1798652.44530741,1939817.73413976,0,2959989.22228114
2011,4,0.612114417077534,0.0687048475779876,1816568.72188059,1950583.246521,0,2967694.71719615
2011,5,0.610820005698123,0.0685521286900856,1818008.70808156,1951809.39704641,0,2976341.13343048
2011,6,0.604569798358703,0.069998164049538,1804154.78581238,1939947.55286535,0,2984196.01956685
2011,7,0.602813603337321,0.072526161818702,1804002.68555323,1945071.23682404,0,2992637.6504542
2011,8,0.598773179490678,0.0758177376071935,1797614.11702855,1945086.14823914,0,3002162.05167643
2011,9,0.604720103366003,0.0699594309659733,1821359.72869746,1958365.89213435,0,3011905.37334442
2011,10,0.597510625703971,0.0699372796782588,1805884.9285113,1941680.80179214,0,3022347.80575434
2011,11,0.598036798485786,0.0699678609911075,1812978.88871511,1949372.29873276,0,3031550.72280757
2011,12,0.600201679029028,0.0661603628006522,1825059.53832372,1954360.75491206,0,3040743.80677541
2011,1,0.594080319777318,0.0739788184067242,1806818.26331456,1951162.99629974,0,3041370.33859634
2011,2,0.597280795199794,0.0711633113458461,1822028.86833827,1961624.56823095,0,3050539.85157649
2011,3,0.600767280018678,0.0684284419504785,1837859.35797628,1972859.02740987,0,3059186.84173203
2012,4,0.604276644772658,0.0624450652247692,1853982.12863668,1977465.06350708,0,3068101.58008703
2012,5,0.602658380849183,0.0631965150157573,1853405.21017075,1978435.43483607,0,3075382.78578186
2012,6,0.594710498049885,0.0689131198724524,1832802.2108256,1968454.5555776,0,3081839.34340413
2012,7,0.590377149801492,0.0744512822829592,1823700.76375198,1970399.53580221,0,3089043.61282476
2012,8,0.596925528842406,0.0682956299182371,1847348.53006236,1982762.54720179,0,3094772.1965332
2012,9,0.608243479159504,0.0629381684804792,1885709.50525284,2012364.01038233,0,3100254.37158585
2012,10,0.603028303760134,0.0654057583786627,1873236.58352534,2004331.39869944,0,3106382.52275213
2012,11,0.603587744528635,0.0597948016479085,1876359.2048823,1995691.16206869,0,3108676.77796809
2012,12,0.602637999179766,0.0587149308524195,1874622.06281662,1991556.14410655,0,3110693.42684682
2012,1,0.598736380285468,0.0640793152947421,1900796.97517141,2030938.09789022,0,3174680.94099299
2012,2,0.604299328613911,0.0616754283735026,1919540.08656438,2045710.13549932,0,3176472.31375758
2012,3,0.605190751761742,0.0655107516347807,1923518.88576508,2058363.84862645,0,3178367.94459534
2013,4,0.604110198566743,0.0605148216687991,1921395.55263901,2045157.91941706,0,3180538.1819369
2013,5,0.608396988190994,0.0594942755255468,1937525.42796453,2060088.92614365,0,3184640.07148616
2013,6,0.606025175811882,0.0565647122348224,1932092.8550148,2047933.63156001,0,3188139.58912913
2013,7,0.596319441583989,0.0636164505883016,1903516.44966888,2032838.41419983,0,3192108.65339661
2013,8,0.602944604156015,0.0588688440591958,1928168.16077932,2048777.31292597,0,3197919.2574056
2013,9,0.609499156204303,0.0565599041666239,1952152.92943954,2069185.88478597,0,3202880.44629415
2013,10,0.615968438359791,0.0548881520257167,1976232.60177739,2091003.94415029,0,3208334.19166692
2013,11,0.613665390483151,0.0556056362397417,1972183.68384933,2088305.22452164,0,3213776.94495138
2013,12,0.614671713912542,0.056699059069217,1978723.3844897,2097658.65656535,0,3219154.77758789
2013,1,0.60869605652551,0.0635644359078388,1964028.68628184,2097345.25427373,0,3226616.41261927
2013,2,0.610633505797629,0.0615418305256875,1972316.09610875,2101655.84387589,0,3229950.66170247
2013,3,0.61314430486119,0.0557506956442294,1982769.05169932,2099836.39125061,0,3233772.27184423
2014,4,0.613019395655345,0.0511978136863474,1985218.03055318,2092341.33224996,0,3238426.13239161
2014,5,0.613038504235242,0.050461029887761,1988482.88909403,2094156.16597493,0,3243650.88873927
2014,6,0.606809581069429,0.0515021399824691,1971097.84819412,2078125.77263769,0,3248297.17540105
2014,7,0.605109968037521,0.0539449052131398,1968619.00940831,2080871.42097346,0,3253324.37638219
2014,8,0.606924063528942,0.0527721834020865,1977671.85577138,2087852.38473511,0,3258516.13836543
2014,9,0.608709773454353,0.0518870197900643,1986891.75534693,2095627.62752914,0,3264103.58761215
2014,10,0.609701718606077,0.0524898819099303,1993175.19567998,2103592.51856613,0,3269098.86400986
